True;report_time;location;incident_type;summary;raw_string
1504290;2015-10-17 12:40:00;RONALD TUTOR CAMPUS CENTER;INCIDENT;to  10/16/15;[new_line][new_line]10/17/15 12:40 pm[new_line][new_line]-[new_line][new_line]Location:[new_line][new_line]RONALD TUTOR CAMPUS CENTER[new_line][new_line]Report #:[new_line][new_line]1504290[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary:[new_line][new_line]to[new_line][new_line]10/16/15[new_line][new_line]10/16/15  2:30 pm[new_line]-[new_line]INCIDENT[new_line]A student reported that he found a foreign substance in a burger he purchased at the location.[new_line][new_line]Business Dispute[new_line][new_line] 3:05 pm[new_line][new_line]-[new_line][new_line]Disposition: CLOSED[new_line][new_line]cc: Safety[new_line]-[new_line][new_line]10/17/15  1:02 pm[new_line][new_line]
1504291;2015-10-17 13:02:00;ALPHA GAMMA OMEGA;FIRE;A fire alarm was activated due to smoke from burnt food.;[new_line][new_line]Occurred:[new_line]Incident:[new_line][new_line]-[new_line][new_line]10/17/15  1:02 pm[new_line]FIRE[new_line][new_line]Location:[new_line][new_line]ALPHA GAMMA OMEGA[new_line][new_line]Report #:[new_line][new_line]1504291[new_line][new_line]to[new_line][new_line]10/17/15[new_line][new_line]-[new_line][new_line] 4:04 pm[new_line][new_line]Disposition: Open[new_line][new_line]Alarm Smoke[new_line][new_line]Summary:[new_line][new_line]A fire alarm was activated due to smoke from burnt food.[new_line][new_line]cc: Student Affairs, Safety, Housing[new_line][new_line]
1504292;2015-10-17 13:27:00;2604 VERMONT AV;DISTURBANCE;to  10/17/15;[new_line][new_line]10/17/15  1:27 pm[new_line][new_line]-[new_line][new_line]Location:[new_line][new_line]2604 VERMONT AV[new_line][new_line]Report #:[new_line][new_line]1504292[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary:[new_line][new_line]-[new_line][new_line]to[new_line][new_line]10/17/15[new_line][new_line]10/17/15  1:30 pm[new_line]DISTURBANCE[new_line]DPS officers responded to a report of a suspect causing a disturbance inside a dental office at the location. LAPD officers [new_line]also responded and took over the investigation.  There was no USC involvement.[new_line][new_line]Disposition: CLOSED[new_line][new_line]Disturbing The Peace[new_line][new_line] 1:56 pm[new_line][new_line]-[new_line][new_line]
1504293;2015-10-17 19:29:00;ALPHA EPSILON PI;SERVICE;to  1/1/00;[new_line][new_line]10/17/15  7:29 pm[new_line][new_line]-[new_line][new_line]Location:[new_line][new_line]ALPHA EPSILON PI[new_line][new_line]Report #:[new_line][new_line]1504293[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary:[new_line][new_line]to[new_line][new_line]1/1/00[new_line][new_line]12:00 am[new_line][new_line]1/1/00[new_line]-[new_line]SERVICE[new_line]The fraternity was cited to Judicial Affairs for hosting a party with unauthorized entertainment.[new_line][new_line]Suspicious Circumstances[new_line][new_line]12:00 am[new_line][new_line]-[new_line][new_line]Disposition: CLOSED[new_line][new_line]cc: Student Affairs, Judicial Affairs[new_line][new_line]
1504294;2015-10-18 02:43:00;29TH ST & ELLENDALE PL;PROPERTY;to  10/18/15;[new_line][new_line]10/18/15  2:43 am[new_line][new_line]-[new_line][new_line]Location:[new_line][new_line]29TH ST & ELLENDALE PL[new_line][new_line]Report #:[new_line][new_line]1504294[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary:[new_line][new_line]-[new_line][new_line]to[new_line][new_line]10/18/15[new_line][new_line]10/17/15 10:45 pm[new_line]PROPERTY[new_line]A student reported her wallet missing.[new_line][new_line]-[new_line][new_line] 1:30 am[new_line][new_line]Lost/Missing Property[new_line][new_line]Disposition: Open[new_line][new_line]
1504295;2015-10-18 03:30:00;KECK HOSPITAL OF USC;PROPERTY;to  10/18/15;[new_line][new_line]10/18/15  3:30 am[new_line][new_line]-[new_line][new_line]Location:[new_line][new_line]KECK HOSPITAL OF USC[new_line][new_line]Report #:[new_line][new_line]1504295[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary:[new_line][new_line]-[new_line][new_line]to[new_line][new_line]10/18/15[new_line][new_line]10/18/15  3:00 am[new_line]PROPERTY[new_line]A staff member reported a hook missing.[new_line][new_line]-[new_line][new_line] 3:30 am[new_line][new_line]Lost/Missing Property[new_line][new_line]Disposition: CLOSED[new_line][new_line]
1504296;2015-10-18 00:41:00;ADAMS BL & TOBERMAN ST;WARRANT;to;[new_line][new_line]10/18/15 12:41 am[new_line][new_line]-[new_line][new_line]Location:[new_line][new_line]ADAMS BL & TOBERMAN ST[new_line][new_line]Report #:[new_line][new_line]1504296[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary:[new_line][new_line]to[new_line][new_line]-[new_line]10/18/15 12:30 am[new_line]WARRANT[new_line]A suspect was arrested for an outstanding warrant after being observed prowling around vehicles parked near the location.[new_line][new_line]Disposition: Cleared Arrest[new_line][new_line]Warrant Arrest[new_line][new_line]12:45 am[new_line][new_line]10/18/15[new_line][new_line]-[new_line][new_line]
1504298;2015-10-18 10:37:00;2712 MENLO AV;THEFT-PETTY;10/18/15  -  to;[new_line][new_line]10/18/15 10:37 am[new_line][new_line]-[new_line][new_line]Location:[new_line][new_line]2712 MENLO AV[new_line][new_line]Report #:[new_line][new_line]1504298[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary:[new_line][new_line]10/18/15[new_line][new_line]-[new_line][new_line]to[new_line][new_line]10/17/15 10:00 pm[new_line]THEFT-PETTY[new_line]A suspect removed a bicycle.[new_line][new_line]-[new_line][new_line] 9:00 am[new_line][new_line]Theft Petty-Plain[new_line][new_line]Disposition:[new_line][new_line]Inactive Investigation[new_line][new_line]
1504299;2015-10-18 07:58:00;CENTER OF CAMPUS;ALCOHOL;to  10/18/15;[new_line][new_line]10/18/15  7:58 am[new_line][new_line]-[new_line][new_line]Location:[new_line][new_line]CENTER OF CAMPUS[new_line][new_line]Report #:[new_line][new_line]1504299[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary:[new_line][new_line]to[new_line][new_line]10/18/15[new_line][new_line]-[new_line]10/18/15  7:59 am[new_line]ALCOHOL[new_line]A non-USC male was arrested for public intoxication.[new_line][new_line] 8:22 am[new_line][new_line]Drunk In Public[new_line][new_line]-[new_line][new_line]Disposition: Cleared Arrest[new_line][new_line]
1504300;2015-10-18 13:14:00;MARIANNE & J.DOUGLAS PARDEE TOWER;THEFT-PETTY;to  10/18/15;[new_line][new_line]10/18/15  1:14 pm[new_line][new_line]-[new_line][new_line]Location:[new_line][new_line]MARIANNE & J.DOUGLAS PARDEE TOWER[new_line][new_line]Report #:[new_line][new_line]1504300[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary:[new_line][new_line]-[new_line][new_line]to[new_line][new_line]10/18/15[new_line][new_line]10/18/15  1:14 pm[new_line]THEFT-PETTY[new_line]A suspect was arrested for removing a student's bicycle from the location.[new_line][new_line]Theft Petty-Plain[new_line][new_line] 1:14 pm[new_line][new_line]-[new_line][new_line]Disposition: Cleared Arrest[new_line][new_line]
1504301;2015-10-18 13:31:00;2620 SEVERANCE ST;THEFT-GRAND;to  9/25/15;[new_line][new_line]10/18/15  1:31 pm[new_line][new_line]-[new_line][new_line]Location:[new_line][new_line]2620 SEVERANCE ST[new_line][new_line]Report #:[new_line][new_line]1504301[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary:[new_line][new_line]-[new_line][new_line]to[new_line][new_line]9/25/15[new_line][new_line] 8:00 am[new_line][new_line]9/22/15[new_line]THEFT-GRAND[new_line]A suspect removed a laptop computer.[new_line][new_line]-[new_line][new_line]10:00 pm[new_line][new_line]Theft Grand-Plain[new_line][new_line]Disposition:[new_line][new_line]Inactive Investigation[new_line][new_line]
1504302;2015-10-18 14:36:00;PHYSICAL EDUCATION BUILDING;THEFT-GRAND;to  10/18/15;[new_line][new_line]10/18/15  2:36 pm[new_line][new_line]-[new_line][new_line]Location:[new_line][new_line]PHYSICAL EDUCATION BUILDING[new_line][new_line]Report #:[new_line][new_line]1504302[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary:[new_line][new_line]-[new_line][new_line]to[new_line][new_line]10/18/15[new_line][new_line]10/18/15 12:00 am[new_line]THEFT-GRAND[new_line]A suspect removed three speakers and a sound board.[new_line][new_line] 1:00 pm[new_line][new_line]Theft Grand-Plain[new_line][new_line]-[new_line][new_line]Disposition: Open[new_line][new_line]
1504303;2015-10-18 14:08:00;GENERAL WILLIAM LYON UNIVERSITY CENTER;SERVICE;to  10/18/15;[new_line][new_line]10/18/15  2:08 pm[new_line][new_line]-[new_line][new_line]Location:[new_line][new_line]GENERAL WILLIAM LYON UNIVERSITY CENTER[new_line][new_line]Report #:[new_line][new_line]1504303[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary:[new_line][new_line]to[new_line][new_line]10/18/15[new_line][new_line]-[new_line]10/18/15  1:55 pm[new_line]SERVICE[new_line]A student was transported to a local hospital for medical treatment after injuring her finger.[new_line][new_line]Injury Response[new_line][new_line] 2:00 pm[new_line][new_line]-[new_line][new_line]Disposition: CLOSED[new_line][new_line]cc: Student Affairs[new_line][new_line]
1504304;2015-10-18 15:38:00;GENERAL WILLIAM LYON UNIVERSITY CENTER;SERVICE;to  10/18/15;[new_line][new_line]10/18/15  3:38 pm[new_line][new_line]-[new_line][new_line]Location:[new_line][new_line]GENERAL WILLIAM LYON UNIVERSITY CENTER[new_line][new_line]Report #:[new_line][new_line]1504304[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary:[new_line][new_line]to[new_line][new_line]10/18/15[new_line][new_line]10/18/15  3:20 pm[new_line]-[new_line]SERVICE[new_line]A student was treated and released at the scene after sustaining a cut above his eye.[new_line][new_line]Injury Response[new_line][new_line] 3:25 pm[new_line][new_line]-[new_line][new_line]Disposition: CLOSED[new_line][new_line]cc: Student Affairs[new_line][new_line]
1504305;2015-10-18 18:37:00;CENTURY APARTMENTS;PROPERTY;to  10/18/15;[new_line][new_line]10/18/15  6:37 pm[new_line][new_line]-[new_line][new_line]Location:[new_line][new_line]CENTURY APARTMENTS[new_line][new_line]Report #:[new_line][new_line]1504305[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary:[new_line][new_line]-[new_line][new_line]to[new_line][new_line]10/18/15[new_line][new_line]10/18/15  3:00 pm[new_line]PROPERTY[new_line]A student reported his passport missing.[new_line][new_line]-[new_line][new_line] 4:00 pm[new_line][new_line]Lost/Missing Property[new_line][new_line]Disposition: CLOSED[new_line][new_line]
1504306;2015-10-18 17:40:00;GENERAL WILLIAM LYON UNIVERSITY CENTER;TRESPASS;to  10/18/15;[new_line][new_line]10/18/15  5:40 pm[new_line][new_line]-[new_line][new_line]Location:[new_line][new_line]GENERAL WILLIAM LYON UNIVERSITY CENTER[new_line][new_line]Report #:[new_line][new_line]1504306[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary:[new_line][new_line]-[new_line][new_line]to[new_line][new_line]10/18/15[new_line][new_line]10/18/15  5:40 pm[new_line]TRESPASS[new_line]Two suspects were arrested for trespassing at the location.[new_line][new_line]Trespassing[new_line][new_line] 6:30 pm[new_line][new_line]-[new_line][new_line]Disposition: Cleared Arrest[new_line][new_line]
1504307;2015-10-18 18:26:00;1256 29TH ST;THEFT-PETTY;10/18/15  -  to;[new_line][new_line]10/18/15  6:26 pm[new_line][new_line]-[new_line][new_line]Location:[new_line][new_line]1256 29TH ST[new_line][new_line]Report #:[new_line][new_line]1504307[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary:[new_line][new_line]10/18/15[new_line][new_line]-[new_line][new_line]to[new_line][new_line]10/18/15  2:00 pm[new_line]THEFT-PETTY[new_line]A suspect removed a bicycle.[new_line][new_line]-[new_line][new_line] 6:30 pm[new_line][new_line]Theft Petty-Plain[new_line][new_line]Disposition:[new_line][new_line]Inactive Investigation[new_line][new_line]
1504308;2015-10-18 22:28:00;THE LORENZO APARTMENTS;THEFT-PETTY;10/16/15  -  to;[new_line][new_line]10/18/15 10:28 pm[new_line][new_line]-[new_line][new_line]Location:[new_line][new_line]THE LORENZO APARTMENTS[new_line][new_line]Report #:[new_line][new_line]1504308[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary:[new_line][new_line]10/16/15[new_line][new_line]-[new_line][new_line]to[new_line][new_line]10/15/15  8:00 pm[new_line]THEFT-PETTY[new_line]A suspect removed a bicycle.[new_line][new_line]-[new_line][new_line]11:00 am[new_line][new_line]Theft Petty-Plain[new_line][new_line]Disposition:[new_line][new_line]Inactive Investigation[new_line][new_line]
1504309;2015-10-18 22:56:00;INTERNATIONALLY THEMED RESIDENTIAL  COLLEGE;SERVICE;to;[new_line][new_line]10/18/15 10:56 pm[new_line][new_line]-[new_line][new_line]Location:[new_line][new_line]INTERNATIONALLY THEMED RESIDENTIAL [new_line]COLLEGE[new_line][new_line]Report #:[new_line][new_line]1504309[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary:[new_line][new_line]to[new_line][new_line]-[new_line]10/18/15 10:00 pm[new_line]SERVICE[new_line]A student was transported to a local hospital for medical treatment after experiencing an adverse reaction to medication.[new_line][new_line]Disposition: CLOSED[new_line][new_line]Illness Response[new_line][new_line]10:56 pm[new_line][new_line]10/18/15[new_line][new_line]-[new_line][new_line]cc: Student Affairs[new_line][new_line]
1504310;2015-10-18 21:32:00;LOCATION NOT GIVEN;SEX OFFENSE;to  10/18/15;[new_line][new_line]10/18/15  9:32 pm[new_line][new_line]-[new_line][new_line]Location:[new_line][new_line]LOCATION NOT GIVEN[new_line][new_line]Report #:[new_line][new_line]1504310[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary:[new_line][new_line]-[new_line][new_line]to[new_line][new_line]10/18/15[new_line][new_line]10/18/15  9:32 pm[new_line]SEX OFFENSE[new_line]A student reported that she was sexually assaulted.[new_line][new_line] 9:32 pm[new_line][new_line]-[new_line][new_line]Undetermined Sexual Assault[new_line][new_line]Disposition: Open[new_line][new_line]cc: Student Affairs, HR[new_line][new_line]
1504311;2015-10-19 09:26:00;KENNETH NORRIS JR. CANCER HOSPITAL  RESEARCH INSTIT;SERVICE;to  10/19/15;[new_line][new_line]10/19/15  9:26 am[new_line][new_line]-[new_line][new_line]Location:[new_line][new_line]KENNETH NORRIS JR. CANCER HOSPITAL [new_line]RESEARCH INSTIT[new_line][new_line]Report #:[new_line][new_line]1504311[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary:[new_line][new_line]to[new_line][new_line]10/19/15[new_line][new_line]10/19/15  9:23 am[new_line]-[new_line]SERVICE[new_line]A non-USC male was examined and released at the scene after collapsing.[new_line][new_line]Illness Response[new_line][new_line] 9:31 am[new_line][new_line]-[new_line][new_line]Disposition: CLOSED[new_line][new_line]
1504312;2015-10-19 10:59:00;SEELEY G. MUDD BUILDING;THEFT-PETTY;10/19/15  -  to;[new_line][new_line]10/19/15 10:59 am[new_line][new_line]-[new_line][new_line]Location:[new_line][new_line]SEELEY G. MUDD BUILDING[new_line][new_line]Report #:[new_line][new_line]1504312[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary:[new_line][new_line]10/19/15[new_line][new_line]-[new_line][new_line]to[new_line][new_line]10/19/15  9:00 am[new_line]THEFT-PETTY[new_line]A suspect removed a bicycle.[new_line][new_line]-[new_line][new_line] 9:50 am[new_line][new_line]Theft Petty-Plain[new_line][new_line]Disposition: Open[new_line][new_line]
1504313;2015-10-19 12:44:00;1025 25TH ST;THEFT-PETTY;10/19/15  -  to;[new_line][new_line]10/19/15 12:44 pm[new_line][new_line]-[new_line][new_line]Location:[new_line][new_line]1025 25TH ST[new_line][new_line]Report #:[new_line][new_line]1504313[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary:[new_line][new_line]10/19/15[new_line][new_line]-[new_line][new_line]to[new_line][new_line]10/18/15  4:30 pm[new_line]THEFT-PETTY[new_line]A suspect removed a bicycle.[new_line][new_line]-[new_line][new_line]10:00 am[new_line][new_line]Theft Petty-Plain[new_line][new_line]Disposition: Open[new_line][new_line]
1504314;2015-10-19 13:04:00;FORTHMANN HOUSE;THEFT-PETTY;to  10/19/15;[new_line][new_line]10/19/15  1:04 pm[new_line][new_line]-[new_line][new_line]Location:[new_line][new_line]FORTHMANN HOUSE[new_line][new_line]Report #:[new_line][new_line]1504314[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary:[new_line][new_line]-[new_line][new_line]to[new_line][new_line]10/19/15[new_line][new_line]10/19/15  9:00 am[new_line]THEFT-PETTY[new_line]A suspect removed the front wheel from a bicycle.[new_line][new_line]12:45 pm[new_line][new_line]-[new_line][new_line]Theft Petty-Plain[new_line][new_line]Disposition: Open[new_line][new_line]
1504315;2015-10-19 12:51:00;VERNA & PETER DAUTERIVE HALL;FRAUD;to  10/19/15;[new_line][new_line]10/19/15 12:51 pm[new_line][new_line]-[new_line][new_line]Location:[new_line][new_line]VERNA & PETER DAUTERIVE HALL[new_line][new_line]Report #:[new_line][new_line]1504315[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary:[new_line][new_line]-[new_line][new_line]to[new_line][new_line]10/19/15[new_line][new_line]10/19/15 12:45 pm[new_line]FRAUD[new_line]A suspect used a counterfeit fifty dollar bill to make a purchase at the location.[new_line][new_line]Fraud-General[new_line][new_line]12:45 pm[new_line][new_line]-[new_line][new_line]Disposition: Open[new_line][new_line]
